total_trans_amt,total_trans_ct,total_amt_chng_q4_q1,total_revolving_bal,total_ct_chng_q4_q1,months_inactive_12_mon,contacts_count_12_mon,total_relationship_count,credit_limit,avg_utilization_ratio
4996,92,0.741,867,0.704,3,2,3,1919.0,0.452
4123,67,0.873,792,0.489,3,1,5,1478.0,0.536
4692,79,1.193,1360,0.681,3,3,3,2516.0,0.541
2270,46,0.699,157,0.394,3,1,3,7897.0,0.02
5497,88,0.706,0,0.63,3,2,1,2449.0,0.0
1083,22,0.549,1926,1.75,1,2,4,9648.0,0.2
837,25,0.881,0,0.667,1,3,4,20865.0,0.0
2429,50,0.742,0,0.471,3,2,6,15490.0,0.0
4538,74,0.665,1628,0.762,2,2,2,2154.0,0.756
7836,93,0.853,2253,0.603,2,1,2,34516.0,0.065
7899,79,0.828,0,0.646,2,2,1,2273.0,0.0
2492,71,0.794,1383,0.614,2,3,6,15578.0,0.089
4667,90,0.951,847,0.8,2,3,2,3883.0,0.218
2487,52,1.375,1259,0.625,2,2,6,2672.0,0.471
1531,35,0.921,1910,0.667,3,0,5,3085.0,0.619
2147,44,0.603,0,0.375,2,2,3,11778.0,0.0
3493,65,0.625,2517,0.711,5,1,3,2838.0,0.887
2702,32,0.713,1720,0.778,3,2,4,2031.0,0.847
1946,45,0.889,1631,0.552,3,2,3,7906.0,0.206
4465,63,0.655,1471,0.703,1,4,5,6401.0,0.23
2139,48,0.555,1560,0.714,3,4,6,22036.0,0.071
3601,66,0.748,2126,0.65,3,2,3,2644.0,0.804
4149,66,0.711,808,0.784,1,3,5,3146.0,0.257
3409,59,0.707,1989,1.034,3,3,6,3458.0,0.575
3769,76,0.816,2379,0.617,2,2,6,15641.0,0.152
1619,40,0.59,2312,0.538,3,2,5,15965.0,0.145
5163,73,0.963,1054,0.973,1,1,5,1860.0,0.567
1561,41,0.991,2342,1.05,1,3,5,2829.0,0.828
3148,62,0.9,0,0.824,3,3,4,7255.0,0.0
3069,62,0.509,2517,0.771,1,5,3,24580.0,0.102
4519,76,0.672,557,0.854,4,3,3,1815.0,0.307
8293,63,0.979,2517,0.703,3,3,1,14774.0,0.17
4455,67,0.973,1722,0.763,2,2,6,2206.0,0.781
1603,39,0.647,0,0.444,5,5,3,1438.3,0.0
1283,37,0.499,819,0.542,2,3,4,21242.0,0.039
13625,110,0.685,1519,1.0,3,1,1,3525.0,0.431
4295,77,0.805,1219,0.791,2,2,5,2155.0,0.566
1393,35,0.695,954,0.842,3,2,3,2259.0,0.422
1298,22,0.868,0,0.571,2,3,2,18386.0,0.0
1770,25,1.018,1532,0.923,1,2,4,21304.0,0.072
5158,79,0.924,1214,0.681,4,3,5,3879.0,0.313
4989,78,0.767,2115,0.696,3,2,1,4963.0,0.426
4791,68,0.748,868,0.889,3,4,3,10111.0,0.086
1986,52,0.406,0,0.486,3,2,4,1438.3,0.0
4863,56,1.038,0,0.474,3,1,2,34516.0,0.0
1454,35,0.524,2170,0.522,3,2,3,3714.0,0.584
1815,33,0.688,1230,0.435,3,2,4,13363.0,0.092
1872,51,0.8,1640,0.5,2,3,5,3919.0,0.418
3731,53,0.693,0,0.893,1,3,4,1902.0,0.0
705,19,0.997,808,0.9,3,1,2,1438.3,0.562
4985,84,0.733,2517,1.0,2,1,4,3007.0,0.837
4136,77,0.547,1170,0.604,2,4,5,4701.0,0.249
4428,82,0.463,1551,0.822,3,2,6,8327.0,0.186
14220,95,0.844,0,0.61,3,1,2,32222.0,0.0
2361,49,0.91,1468,0.633,3,2,3,5116.0,0.287
4884,89,0.841,2517,0.618,3,3,3,2886.0,0.872
1580,45,0.987,733,0.667,3,2,6,22140.0,0.033
4370,83,0.603,1499,0.537,2,4,3,13169.0,0.114
1099,27,0.844,0,0.588,3,2,6,2726.0,0.0
1032,26,0.371,1970,0.368,4,1,4,5100.0,0.386
8210,100,0.618,2517,0.754,2,2,1,8837.0,0.285
5033,87,0.815,0,0.582,6,0,4,1930.0,0.0
2086,44,0.733,2517,0.76,2,3,6,12101.0,0.208
1693,37,0.696,0,1.056,1,2,6,28465.0,0.0
2849,61,1.316,0,0.694,1,4,3,3350.0,0.0
2162,36,0.64,0,0.161,2,3,4,5210.0,0.0
2618,52,0.896,0,0.576,3,4,3,7772.0,0.0
4804,66,0.89,2517,0.737,3,3,3,4540.0,0.554
2917,37,1.012,0,0.682,2,5,3,3202.0,0.0
4211,64,0.872,0,0.778,2,2,3,1438.3,0.0
2870,36,0.801,0,0.5,2,1,2,2024.0,0.0
3763,74,0.706,0,0.85,1,1,5,1438.3,0.0
8642,85,0.953,2109,0.7,2,1,1,4549.0,0.464
4271,56,0.755,2079,0.806,3,1,6,3844.0,0.541
1589,24,1.726,2517,1.667,1,2,4,8923.0,0.282
1388,35,0.846,1111,0.667,1,3,5,14915.0,0.074
1284,30,0.776,0,0.429,3,3,4,7970.0,0.0
4449,77,0.934,1077,0.878,2,3,3,3057.0,0.352
5037,80,0.71,1740,0.778,3,2,6,2597.0,0.67
1965,49,0.363,1217,0.256,3,2,4,1911.0,0.637
4074,65,0.883,607,0.477,1,1,3,10619.0,0.057
1232,31,0.423,2056,0.55,3,2,4,4724.0,0.435
3912,63,0.642,2422,0.575,1,1,6,12675.0,0.191
1572,38,0.786,1660,0.52,2,3,6,5851.0,0.284
4869,70,0.733,1491,0.522,2,2,3,2561.0,0.582
3450,83,0.685,1829,1.024,2,3,3,26548.0,0.069
2539,50,0.821,1424,1.273,3,3,5,7147.0,0.199
2306,46,0.738,0,0.484,2,3,4,1438.3,0.0
14551,105,0.823,0,0.78,3,1,2,12024.0,0.0
1600,32,0.638,1168,0.455,2,0,5,5781.0,0.202
14450,111,0.816,1657,0.762,1,3,1,26819.0,0.062
13819,106,0.829,1148,0.71,1,2,1,15524.0,0.074
14887,119,0.8,1576,0.545,3,1,1,29856.0,0.053
4525,67,0.479,0,0.763,1,3,5,28253.0,0.0
4561,82,0.671,0,0.907,1,2,4,3614.0,0.0
4264,76,0.672,1915,0.617,1,3,6,3276.0,0.585
888,18,1.037,0,1.25,2,3,2,1438.3,0.0
4245,74,0.624,585,0.897,3,1,1,8482.0,0.069
1476,37,0.683,1720,0.423,4,4,4,6052.0,0.284
1588,37,0.202,0,0.276,3,2,2,1689.0,0.0
1238,30,0.759,1880,0.579,2,4,3,2458.0,0.765
4827,84,0.762,922,0.867,2,1,6,1971.0,0.468
3094,56,0.844,2158,1.0,2,3,5,14948.0,0.144
2227,61,1.068,1872,1.103,3,2,5,34516.0,0.054
14321,113,0.869,1523,0.794,1,3,1,10272.0,0.148
15195,99,0.976,1049,0.941,2,2,1,9959.0,0.105
4719,91,0.858,1869,0.655,1,2,4,4710.0,0.397
4508,83,0.636,2084,1.075,3,3,4,3174.0,0.657
4416,64,0.421,1889,0.6,2,2,5,5443.0,0.347
3896,58,1.019,1720,0.812,2,3,5,2418.0,0.711
5228,77,0.787,1472,0.674,2,1,6,2177.0,0.676
8938,114,0.863,1051,0.676,1,1,2,34516.0,0.03
2474,51,1.003,2247,0.417,5,5,4,13114.0,0.171
1102,31,0.66,1203,0.632,3,2,4,20241.0,0.059
4792,81,0.379,1578,0.588,3,2,4,4120.0,0.383
15399,116,0.848,1453,0.841,2,2,6,23362.0,0.062
10170,66,0.805,743,0.784,4,3,1,5043.0,0.147
13082,92,0.692,2517,0.804,1,1,2,9742.0,0.258
15824,121,0.833,1641,0.779,3,3,2,3624.0,0.453
4231,60,0.803,1509,0.714,2,3,4,27374.0,0.055
1821,39,0.612,2245,0.696,5,4,2,3984.0,0.564
695,10,0.418,0,0.25,3,4,3,22382.0,0.0
4767,82,0.668,1489,0.673,3,2,5,2654.0,0.561
3395,75,0.974,2378,0.829,1,4,5,3110.0,0.765
3866,72,0.5,0,0.714,3,0,3,1451.0,0.0
4085,69,0.717,1000,0.971,2,3,5,1669.0,0.599
4279,83,0.609,1807,0.627,1,1,6,2837.0,0.637
3593,51,0.992,863,0.821,2,4,3,4100.0,0.21
14802,106,0.701,2122,0.797,2,3,2,3352.0,0.633
2445,43,0.875,0,0.593,4,3,6,7306.0,0.0
1941,53,0.365,2384,0.656,3,4,5,2689.0,0.887
14970,120,0.79,2165,0.935,2,2,4,5702.0,0.38
4485,85,0.69,1141,0.889,3,2,2,1438.3,0.793
1282,32,0.725,661,0.778,3,2,6,12938.0,0.051
4326,81,0.858,753,0.761,3,3,3,10290.0,0.073
4352,82,0.846,1428,0.907,2,1,4,16541.0,0.086
4121,81,0.765,847,0.723,3,3,2,9317.0,0.091
16202,117,0.749,1243,0.671,3,2,4,5435.0,0.229
3673,72,0.626,1298,0.565,3,4,5,2500.0,0.519
4662,70,0.838,2055,0.628,1,3,2,3001.0,0.685
2133,55,1.012,1297,0.719,2,1,4,5876.0,0.221
4921,90,0.925,1245,0.8,2,4,5,2205.0,0.565
1403,40,0.651,1642,0.429,3,2,5,26442.0,0.062
3127,45,1.492,1701,1.25,1,3,5,2555.0,0.666
4880,77,0.817,1120,0.75,1,3,6,1438.3,0.779
1312,32,0.763,787,0.6,2,4,5,34516.0,0.023
15148,111,0.656,0,0.79,1,2,4,10292.0,0.0
4025,74,0.649,1453,0.805,3,3,2,2515.0,0.578
15060,90,0.879,1664,0.915,2,1,2,12299.0,0.135
14731,120,0.651,1493,0.765,1,3,2,4328.0,0.345
2033,38,1.142,1528,0.727,2,2,4,11327.0,0.135
3095,63,1.488,2517,0.969,1,3,5,5153.0,0.488
3779,72,0.555,1662,0.756,2,3,6,8771.0,0.189
4682,89,0.57,1117,0.679,6,1,5,5950.0,0.188
4290,73,0.773,821,0.78,6,1,5,1811.0,0.453
5169,84,0.644,1705,0.474,1,2,4,6362.0,0.268
4368,87,0.709,738,0.74,3,3,5,1438.3,0.513
4127,69,0.576,1988,0.533,2,2,3,2610.0,0.762
13847,120,0.779,808,0.875,1,3,1,22725.0,0.036
3063,71,0.817,0,0.511,6,3,4,21756.0,0.0
4541,60,1.158,1189,0.818,3,0,6,2118.0,0.561
4821,66,0.532,1701,0.65,2,2,2,4802.0,0.354
5567,51,0.332,2517,0.545,3,3,2,3435.0,0.733
1053,31,0.788,1669,0.55,2,1,3,2588.0,0.645
1556,40,0.938,1123,0.538,2,0,3,4861.0,0.231
2256,40,0.586,321,0.29,2,4,1,3458.0,0.093
16428,123,0.966,1068,0.809,2,2,1,34516.0,0.031
3982,77,0.76,0,0.878,3,3,6,16575.0,0.0
4685,76,0.7,1600,0.9,3,2,6,10039.0,0.159
2595,58,0.649,1566,0.611,4,4,3,19636.0,0.08
2169,38,1.072,734,0.652,1,3,4,8740.0,0.084
4756,85,0.622,1146,0.735,3,1,6,2192.0,0.523
1226,33,0.782,738,0.571,1,3,5,1438.3,0.513
1999,34,0.906,1544,0.789,3,4,6,2507.0,0.616
1511,35,0.609,2404,0.207,6,3,5,30948.0,0.078
9192,77,1.023,0,0.791,3,3,2,8549.0,0.0
3407,47,0.998,0,1.136,4,3,5,19214.0,0.0
3494,67,0.667,0,0.718,1,2,4,17576.0,0.0
1410,37,0.885,1590,0.609,2,4,5,16677.0,0.095
4401,65,0.735,0,0.667,1,2,1,2127.0,0.0
2555,44,1.505,1425,0.833,2,2,4,3797.0,0.375
1699,48,0.697,2517,0.846,3,2,4,34516.0,0.073
1164,35,0.256,1519,0.522,3,2,5,14281.0,0.106
2089,36,1.024,1273,1.118,2,0,3,11976.0,0.106
3562,74,0.544,2264,0.682,3,4,5,2808.0,0.806
5557,82,0.824,1197,1.0,3,1,1,3709.0,0.323
3361,63,0.452,1274,0.853,3,2,6,24221.0,0.053
4615,49,1.02,1279,0.581,3,3,2,34516.0,0.037
4033,58,0.75,2270,0.657,1,3,3,6608.0,0.344
2314,43,0.689,0,0.433,3,2,6,1625.0,0.0
16191,102,0.959,1482,0.789,2,5,4,4047.0,0.366
14567,120,0.784,1745,0.846,2,2,1,4021.0,0.434
3758,65,0.503,990,0.711,3,0,6,7065.0,0.14
4615,82,0.735,1575,0.708,2,2,6,2661.0,0.592
1921,43,1.052,963,0.72,3,3,5,6407.0,0.15
1413,31,0.452,1623,0.722,4,2,5,27732.0,0.059
2269,39,2.037,2308,1.053,2,3,5,3421.0,0.675
1449,28,0.278,1704,0.217,2,3,4,6922.0,0.246
2050,46,0.923,1752,0.917,1,2,4,7469.0,0.235
3991,84,0.695,1347,0.867,2,3,5,9109.0,0.148
2167,48,0.595,673,0.412,3,3,6,1438.3,0.468
4495,81,0.874,1525,1.025,3,1,4,6519.0,0.234
4853,85,0.954,800,0.848,3,3,6,11964.0,0.067
4078,70,0.722,2121,0.795,1,1,5,2623.0,0.809
4518,84,0.627,806,0.75,3,0,5,4361.0,0.185
1377,32,1.04,885,0.684,2,2,5,4394.0,0.201
9137,92,0.935,1501,0.586,1,2,2,11642.0,0.129
2690,46,0.897,0,0.484,3,2,3,2094.0,0.0
3342,52,0.616,948,0.677,2,2,3,24126.0,0.039
4456,79,0.973,1594,0.837,1,5,6,5353.0,0.298
4478,76,1.0,2449,0.727,3,1,3,19110.0,0.128
4344,75,0.677,974,0.596,1,1,3,2430.0,0.401
2426,46,0.691,605,0.394,3,3,5,5342.0,0.113
8752,95,0.68,1332,0.863,3,1,1,12458.0,0.107
4493,68,0.825,2517,0.659,3,2,6,6606.0,0.381
3806,65,0.857,946,0.667,2,2,3,11332.0,0.083
3913,47,0.692,2065,1.474,2,2,3,2925.0,0.706
3756,73,0.689,0,0.921,3,3,4,5826.0,0.0
2949,54,0.777,0,1.25,3,4,5,4112.0,0.0
4460,65,0.744,1167,0.857,1,3,2,2831.0,0.412
4785,66,0.842,1080,0.65,3,3,3,12186.0,0.089
4085,65,0.87,1513,0.548,3,2,6,5489.0,0.276
1665,36,1.089,0,0.636,2,4,4,3327.0,0.0
7886,94,0.682,2191,0.679,3,2,2,7667.0,0.286
984,24,0.314,2354,0.263,4,4,3,24542.0,0.096
4364,62,0.854,1375,0.879,4,3,4,2792.0,0.492
1611,42,0.545,0,0.4,3,4,3,15060.0,0.0
1267,27,0.477,648,1.077,2,4,5,1438.3,0.451
4377,84,0.657,2150,0.867,1,2,1,2890.0,0.744
2130,48,0.449,913,0.5,3,2,5,1695.0,0.539
14738,94,0.682,2005,0.709,1,2,2,5342.0,0.375
4135,76,0.9,2004,0.689,2,1,5,15100.0,0.133
2400,43,0.706,0,0.433,4,4,4,6451.0,0.0
3355,66,0.894,1519,0.886,2,1,3,16928.0,0.09
5196,92,0.746,1110,0.614,3,0,5,2206.0,0.503
3801,61,1.137,1516,0.968,2,4,3,6182.0,0.245
4999,83,0.851,1779,0.93,3,3,6,3035.0,0.586
4657,76,0.669,1658,1.0,2,3,5,2684.0,0.618
5653,79,0.868,1416,0.927,4,3,4,1834.0,0.772
3303,70,0.975,1281,0.795,3,4,4,25856.0,0.05
3502,57,0.8,1331,1.036,2,1,5,6243.0,0.213
4258,80,0.644,1674,0.538,2,3,3,2423.0,0.691
4141,79,1.194,1452,0.612,3,2,5,8346.0,0.174
2330,69,0.611,2279,0.643,1,3,4,3046.0,0.748
2576,42,0.82,1791,0.75,2,4,2,2231.0,0.803
2283,51,0.777,1539,0.889,3,5,3,5346.0,0.288
4765,76,0.828,1525,0.767,3,2,1,20882.0,0.073
1295,29,0.489,0,0.381,3,4,6,8638.0,0.0
2526,41,0.886,706,0.414,5,3,3,4462.0,0.158
13062,103,0.9,1071,0.717,2,1,2,15164.0,0.071
1866,37,0.662,0,0.947,3,4,2,3893.0,0.0
2439,43,0.98,0,0.72,3,4,5,1438.3,0.0
7603,81,0.625,1395,0.588,6,1,1,15030.0,0.093
3776,70,0.507,1627,0.944,1,3,2,2306.0,0.706
5034,79,0.612,2517,0.681,1,2,2,3505.0,0.718
7342,86,0.654,693,0.483,2,3,1,2199.0,0.315
3750,76,0.747,688,0.727,2,3,4,4180.0,0.165
3688,65,0.702,1101,0.757,3,3,3,10851.0,0.101
4782,50,1.031,1462,0.351,3,3,2,6893.0,0.212
1626,25,1.873,1559,0.786,1,4,4,9964.0,0.156
2635,43,0.652,919,1.263,1,1,6,2845.0,0.323
2492,43,0.706,951,0.593,2,3,6,1679.0,0.566
709,27,0.676,0,0.421,5,3,3,1438.3,0.0
5037,84,0.588,2481,0.68,2,2,6,2759.0,0.899
8534,86,0.832,1907,0.83,3,2,3,13344.0,0.143
4520,63,0.89,0,0.37,3,3,4,4479.0,0.0
4267,72,0.716,2048,0.8,2,2,4,2526.0,0.811
2016,49,0.562,2517,0.69,3,3,3,4090.0,0.615
1536,37,0.788,0,0.423,3,2,2,14543.0,0.0
4672,66,0.63,1434,0.65,1,2,6,3269.0,0.439
1475,35,0.602,1672,0.75,3,3,5,8396.0,0.199
2306,47,0.64,238,0.621,3,3,6,2325.0,0.102
1391,45,0.345,627,0.364,1,2,5,2490.0,0.252
4469,85,0.771,604,0.932,2,2,6,1438.3,0.42
4957,84,1.009,778,1.049,2,4,6,5626.0,0.138
2968,65,0.903,1704,0.806,2,3,4,4587.0,0.371
2400,41,0.724,1530,0.323,3,4,5,4038.0,0.379
2774,52,1.164,1176,0.625,3,1,6,8058.0,0.146
13090,104,0.999,948,0.625,3,2,1,14767.0,0.064
8055,82,0.842,1146,0.673,1,1,1,22054.0,0.052
4875,97,0.859,2384,0.764,2,1,5,2810.0,0.848
1018,32,0.289,1901,0.391,1,4,5,3864.0,0.492
3830,82,0.644,0,0.673,2,3,5,19724.0,0.0
3982,72,0.394,0,0.532,2,4,3,2346.0,0.0
725,22,0.153,0,0.0,4,4,2,13662.0,0.0
15149,111,0.831,1661,0.734,3,3,4,3544.0,0.469
3972,73,0.725,1994,0.587,2,3,5,5258.0,0.379
2257,51,0.53,0,0.545,3,3,3,2516.0,0.0
4770,74,0.875,2489,0.947,3,2,1,5039.0,0.494
1909,54,0.942,1526,0.688,3,0,3,2783.0,0.548
4124,59,0.791,869,0.967,1,3,5,1438.3,0.604
1885,39,0.604,0,0.345,0,4,3,23870.0,0.0
3462,67,0.829,1513,0.558,2,4,5,1736.0,0.872
2225,44,0.44,828,0.294,2,3,6,2479.0,0.334
5146,88,0.835,1972,0.956,6,3,5,5119.0,0.385
1364,32,0.62,0,0.684,1,2,4,5504.0,0.0
2560,72,0.737,873,0.674,3,4,4,14910.0,0.059
1782,48,0.555,1521,0.333,2,3,3,16547.0,0.092
4444,83,0.417,2085,0.627,3,2,1,3272.0,0.637
4191,81,0.816,907,0.761,1,2,2,1855.0,0.489
4578,67,0.543,0,0.811,2,4,4,12270.0,0.0
2527,45,0.889,170,0.406,3,4,6,1438.3,0.118
2248,51,0.995,1155,0.645,2,5,4,14938.0,0.077
1556,43,0.957,1208,1.048,2,0,4,29205.0,0.041
1612,47,1.138,1535,0.88,2,0,3,6385.0,0.24
3923,73,0.562,2231,1.028,4,1,5,8919.0,0.25
2837,74,0.834,1397,0.609,2,3,3,6077.0,0.23
1988,42,0.315,0,0.355,3,4,2,1438.3,0.0
4093,84,0.671,1313,0.826,3,1,5,4332.0,0.303
4667,88,0.915,1903,0.725,1,3,1,3731.0,0.51
4625,93,0.773,0,0.938,2,1,2,1438.3,0.0
1581,30,0.903,1118,1.0,1,2,4,2149.0,0.52
5460,63,1.036,0,0.853,4,2,1,8383.0,0.0
4498,81,0.725,1419,0.761,6,1,1,2291.0,0.619
4758,81,0.699,1637,0.5,3,0,1,7114.0,0.23
1767,38,1.248,2071,2.167,2,2,3,20459.0,0.101
7297,71,0.866,913,0.69,2,3,1,3699.0,0.247
1999,48,0.766,1405,0.655,1,4,6,3506.0,0.401
4410,84,0.686,1177,0.826,1,2,6,1696.0,0.694
4015,76,0.601,1504,1.0,3,1,2,3429.0,0.439
4957,88,0.61,0,0.872,3,2,3,1438.3,0.0
1140,25,0.897,2211,0.786,3,2,5,11042.0,0.2
4020,84,0.774,1074,0.68,1,2,6,2916.0,0.368
4327,79,0.873,2517,0.881,1,2,5,6798.0,0.37
3151,39,0.949,0,0.444,2,4,3,12405.0,0.0
4735,83,0.813,1663,0.766,2,2,5,6610.0,0.252
5172,78,1.114,0,0.733,3,2,6,1564.0,0.0
906,16,0.749,0,0.333,3,2,3,8077.0,0.0
1976,44,0.251,0,0.257,3,5,3,2060.0,0.0
5245,80,1.008,1017,0.86,1,4,3,1480.0,0.687
1935,41,0.759,1133,0.708,1,2,6,1438.3,0.788
1267,23,0.86,1694,0.533,1,0,3,30883.0,0.055
1073,21,0.638,1253,0.4,3,3,6,12781.0,0.098
899,28,0.348,2517,0.273,4,4,4,4913.0,0.512
2424,40,0.775,261,0.6,3,0,4,1558.0,0.168
602,15,1.041,0,0.364,3,3,1,15769.0,0.0
1739,35,0.815,0,0.842,1,2,3,7056.0,0.0
2624,46,1.033,1002,1.0,3,1,5,3002.0,0.334
7422,87,0.651,1289,0.673,3,3,3,8979.0,0.144
3527,69,0.529,1420,0.438,1,3,3,6331.0,0.224
4064,65,0.806,2505,0.806,2,2,4,4386.0,0.571
937,28,0.607,1718,0.556,1,2,5,13068.0,0.131
3899,70,0.952,1341,0.75,3,2,5,1874.0,0.716
4969,84,0.925,1513,0.909,3,3,5,7119.0,0.213
16339,120,0.859,1206,0.579,2,3,2,3533.0,0.341
1645,33,0.643,2229,0.941,4,2,3,4310.0,0.517
7745,88,0.813,1346,0.517,6,1,3,2259.0,0.596
1655,41,0.813,2517,0.577,3,3,5,7535.0,0.334
8061,98,0.727,1407,0.531,2,2,1,2599.0,0.541
4553,84,0.816,945,0.714,3,3,2,6959.0,0.136
4647,65,0.697,2373,0.806,2,2,5,2503.0,0.948
2922,53,0.701,1674,0.963,1,2,4,2497.0,0.67
13845,120,0.679,1294,0.791,2,3,5,34516.0,0.037
3386,53,0.849,2490,1.038,4,3,6,5802.0,0.429
4907,53,1.057,2517,0.559,3,3,2,3608.0,0.698
4110,75,0.759,1647,0.923,3,0,5,2270.0,0.726
3533,57,0.786,0,0.966,2,4,4,28830.0,0.0
1678,36,0.752,0,0.8,3,3,3,2031.0,0.0
2265,41,0.488,1828,0.414,2,4,5,2990.0,0.611
3432,49,0.853,1694,0.96,1,3,5,2046.0,0.828
8329,101,0.827,604,0.656,1,0,1,8396.0,0.072
2866,47,0.645,0,0.469,3,3,6,1897.0,0.0
2376,55,0.7,2517,0.486,3,4,3,34516.0,0.073
7729,97,0.823,1130,0.644,3,2,2,6565.0,0.172
3279,66,0.793,2316,0.941,2,3,4,4964.0,0.467
4698,88,0.635,1398,0.833,2,3,5,2541.0,0.55
3723,53,0.735,0,0.767,3,3,5,31733.0,0.0
4361,75,0.733,2196,0.63,1,3,3,2488.0,0.883
1621,32,0.607,601,0.6,2,3,5,1479.0,0.406
4986,88,0.658,0,0.76,2,2,5,9186.0,0.0
1335,23,0.78,1609,1.3,2,4,6,2833.0,0.568
2839,47,0.848,1794,0.808,3,3,3,8840.0,0.203
4542,70,0.722,1965,0.591,4,3,6,15987.0,0.123
3669,58,0.756,813,0.812,3,2,5,1737.0,0.468
3226,63,1.1,2095,0.853,1,2,3,29551.0,0.071
4585,78,0.877,2180,0.95,3,1,4,3390.0,0.643
2965,51,0.565,2331,0.594,1,5,5,15340.0,0.152
2395,47,0.556,216,0.306,3,3,5,34516.0,0.006
3246,63,0.821,0,0.703,2,2,6,11392.0,0.0
4946,80,0.653,600,0.739,3,1,4,6943.0,0.086
4106,66,0.603,1114,0.833,2,4,5,2156.0,0.517
4185,66,0.785,1534,0.784,2,0,3,2453.0,0.625
1974,33,0.562,1660,1.062,2,1,3,2593.0,0.64
3563,70,1.024,890,0.892,3,2,5,2166.0,0.411
3323,56,0.966,985,0.931,2,2,4,19127.0,0.051
1607,44,0.44,1580,0.419,1,4,4,2508.0,0.63
3400,76,0.715,2124,0.727,3,2,4,2532.0,0.839
3060,66,0.731,1692,0.65,2,3,4,21382.0,0.079
1944,55,0.702,526,0.618,3,4,3,3073.0,0.171
4548,54,1.063,1318,0.862,2,4,6,13364.0,0.099
4350,71,0.798,1586,0.868,2,3,3,1776.0,0.893
7561,91,0.684,2018,0.685,1,3,2,7801.0,0.259
7302,80,0.689,1845,0.702,1,3,2,10753.0,0.172
2441,37,0.801,0,0.37,3,4,1,4527.0,0.0
730,20,0.367,1696,0.429,3,3,1,2218.0,0.765
7919,85,0.704,1337,0.635,3,2,3,34516.0,0.039
4396,78,0.547,1848,0.814,2,3,4,2598.0,0.711
2223,72,0.964,0,0.946,2,3,4,8154.0,0.0
3154,59,1.307,930,0.967,1,3,6,6085.0,0.153
15124,108,0.923,0,0.714,3,2,6,4207.0,0.0
4253,83,0.598,1559,0.694,2,3,5,2800.0,0.557
1826,35,0.685,0,0.75,3,4,4,3682.0,0.0
16216,107,0.815,2463,0.814,3,2,2,4178.0,0.59
2542,67,0.663,1817,0.675,3,4,3,2601.0,0.699
3520,66,1.292,1517,1.0,3,1,4,4602.0,0.33
3239,66,0.908,973,0.65,3,4,3,4453.0,0.219
4786,73,0.77,0,0.553,2,2,3,1755.0,0.0
4828,78,0.711,719,0.529,3,3,4,6492.0,0.111
4184,54,1.049,0,1.077,3,2,3,15898.0,0.0
1084,32,0.929,1452,0.524,3,3,5,8004.0,0.181
15560,100,0.849,0,0.724,2,3,4,34516.0,0.0
4333,72,0.685,1146,0.714,3,3,3,1895.0,0.605
4833,77,0.717,941,0.75,2,3,1,3510.0,0.268
15842,130,0.872,1889,0.831,2,3,4,4158.0,0.454
2731,39,0.764,0,0.5,3,4,4,1438.3,0.0
4505,71,0.739,2178,0.732,2,3,2,6519.0,0.334
4107,79,0.659,629,0.58,1,4,4,9264.0,0.068
3833,71,1.007,0,0.578,1,2,6,7531.0,0.0
4486,77,0.871,2023,0.974,3,1,6,8494.0,0.238
3718,51,0.79,1115,0.759,2,2,6,6721.0,0.166
3551,68,0.76,1841,0.7,1,3,6,18202.0,0.101
4946,73,0.733,1299,0.973,1,2,3,2158.0,0.602
1489,38,0.562,1043,0.357,3,1,3,34516.0,0.03
3748,62,0.688,1396,0.938,3,3,3,34516.0,0.04
8169,65,1.057,0,0.585,4,2,1,29239.0,0.0
1178,27,0.688,788,0.929,1,0,3,11749.0,0.067
1263,27,0.406,2434,0.35,2,4,5,7970.0,0.305
3763,75,0.56,1488,0.875,3,2,3,2502.0,0.595
5056,89,0.698,1726,0.78,3,1,3,2709.0,0.637
4087,74,0.893,1539,0.762,3,4,4,1773.0,0.868
5006,76,0.723,1325,0.81,3,3,5,2313.0,0.573
4191,80,0.646,0,0.739,2,1,2,3192.0,0.0
4463,87,0.948,1992,0.74,1,2,3,2996.0,0.665
3948,74,0.735,938,0.721,3,4,3,9227.0,0.102
4394,75,0.806,1483,0.63,1,3,3,2755.0,0.538
8614,63,0.978,2201,0.75,3,3,4,34516.0,0.064
4496,64,0.762,1736,0.882,1,2,3,18524.0,0.094
2099,39,0.813,0,0.857,2,4,6,1473.0,0.0
2228,39,2.103,1598,0.95,1,2,4,6861.0,0.233
3848,71,0.771,0,0.69,1,2,4,6899.0,0.0
1345,34,0.535,0,0.619,3,3,3,33405.0,0.0
4614,76,0.641,657,0.689,3,1,3,34516.0,0.019
7796,97,0.694,928,0.59,5,1,2,33256.0,0.028
2489,54,0.629,0,0.385,2,4,2,10195.0,0.0
3142,62,0.745,1192,0.824,2,4,3,18806.0,0.063
4752,72,0.734,2266,1.323,2,2,3,2930.0,0.773
4527,79,0.655,0,0.756,5,3,4,2300.0,0.0
3595,80,0.936,1190,0.667,4,2,4,5853.0,0.203
13209,101,0.787,609,0.656,1,1,2,13818.0,0.044
2452,44,0.642,1411,0.63,3,1,5,1952.0,0.723
2516,42,1.279,2257,0.75,1,2,3,3214.0,0.702
3206,54,0.683,1020,0.8,2,3,4,14782.0,0.069
4099,71,0.583,0,0.69,4,3,6,7037.0,0.0
2485,40,0.688,850,0.29,2,3,6,9918.0,0.086
